,0
189,0000010001
190,0000000111
191,0000000010
192,0000000001
193,0000010111
194,0000000101
195,0000000111
196,0000000011
197,0000000010
198,0000000110
199,0001010111
200,0000000011
201,0000000011
202,0000000011
203,0000000010
204,0000010101
205,0000000101
206,0000000001
207,0001010101
208,0000000011
209,0000000011
210,0001000110
211,0000000101
212,0000000001
213,0000000011
214,0001000111
215,0001000110
216,0000000101
217,0001000001
218,0000000110
219,0000000111
220,0000000011
221,0000010110
222,0001000011
223,0000010111
224,0001000111
225,0001000001
226,0000010111
227,0000010011
228,0010010000
229,0010010001
230,0001110000
231,0010100001
232,0001110000
233,0010010000
234,0010110001
235,0010110000
236,0010110001
237,0010110001
238,0001010000
239,0001010000
240,0001010000
241,0001110001
242,0001100001
243,0010110000
244,0010100001
245,0001010000
246,0001110000
247,0010100000
248,0010110000
249,0010110000
250,0010100001
251,0010010000
252,0001110001
253,0010010001
254,0001100000
255,0001110001
256,0010100001
257,0010110001
258,0010100000
259,0001110001
260,0001110000
261,0001100001
262,0001110000
263,0001010000
264,0001110000
265,0010110000
266,0010110000
267,0010110000
268,0010110000
269,0001110000
270,0001110000
271,0010010001
272,0010010001
273,0010110000
274,0001110001
275,0010010001
276,0001110000
277,0001110001
278,0010110001
279,0010110000
280,0010110000
281,0010010000
282,0010100000
283,0001100000
284,0010010000
285,0001110001
286,0001110000
287,0010010000
288,0001010001
289,0010110000
290,0010100000
291,0010100000
292,0001100001
293,0001010000
294,0010110001
295,0010110001
296,0001110000
297,0010110000
298,0010110000
299,0010110001
300,0010110000
301,0010110001
302,0001010000
303,0001110000
304,0001110001
305,0010110001
306,0010100000
307,0001100000
308,0001110001
309,0010110001
310,0001110000
311,0010100000
312,0010100001
313,0001010001
314,0010100000
315,0001100001
316,0010110000
317,0001110001
318,0010110001
319,0010010001
320,0010110000
321,0010110000
322,0010100000
323,0001010000
324,0001110001
325,0001110001
326,0001110001
327,0001110000
328,0001110000
329,0010110001
330,0010100000
331,0010110000
332,0010100000
333,0001110000
334,0010110000
335,0010110000
336,0001110000
337,0010010001
338,0010010000
339,0010100000
340,0010100000
341,0001100000
342,0010110001
343,0001100001
344,0001010000
345,0010110000
346,0010100000
347,0010010001
348,0001110001
349,0010100001
350,0001010000
351,0010010000
352,0001010000
353,0001110001
354,0010110000
355,0001110001
356,0010110000
357,0001110000
358,0001010000
359,0001010000
360,0010100000
361,0010100001
362,0001110000
363,0001010000
364,0010110001
365,0010110000
366,0010110001
367,0001100000
368,0001100001
369,0010110001
370,0001100001
371,0001010000
372,0010110000
373,0001110000
374,0010110001
375,0010100001
376,0001110000
377,0001010001
378,0010110000
379,0010010001
380,0010010001
381,0001010000
382,0010100001
383,0001100001
384,0001110000
385,0010110000
386,0001010000
387,0010100001
388,0001110000
389,0001110001
390,0001010001
391,0001110000
392,0001110000
393,0001010000
394,0010110000
395,0001110000
396,0110110000
397,0001100000
398,0110010000
399,0110100000
400,0110100001
401,0001110001
402,0101010000
403,0101100000
404,0110010001
405,0010100001
406,0110010000
407,0001110000
408,0001100000
409,0110010000
410,0001010000
411,0001110000
412,0010110000
413,0010110000
414,0101100001
415,0010100001
416,0001010001
417,0101110001
418,0101010000
419,0110110000
420,0001100000
421,0101110001
422,0110100000
423,0001100001
424,0001110000
425,0010010001
426,0110010000
427,0010110000
428,0101110001
429,0001110000
430,0110110000
431,0110110001
432,0110010000
433,0110100001
434,0001010000
435,0101110001
436,0101010000
437,0110100000
438,0010010001
439,0110110001
440,0001100001
441,0010010001
442,0001100001
443,0110110001
444,0110110000
445,0010110001
446,0101110000
447,0101010000
448,0001110000
449,0001100001
450,0010100000
451,0001110000
452,0001110001
453,0101110001
454,0001100000
455,0010010001
456,0010110001
457,0101010001
458,0110010001
459,0110110001
460,0010110001
461,0001110001
462,0101110000
463,0001110001
464,0001010000
465,0001110000
466,0110010001
467,0001110000
468,0001110001
469,0110010000
470,0001110001
471,0010100000
472,0010100001
473,0010100000
474,0001100001
475,0001110000
476,0110110001
477,0010110001
478,0010100000
479,0010100000
480,0010010000
481,0010100000
482,0101010001
483,0001110000
484,0001110000
485,0110100000
486,0101010000
487,0010110000
488,0010110000
489,0010110000
490,0101010000
491,0101110000
492,0010110000
493,0010010001
494,0001100000
495,0110100001
496,0001100001
497,0001010000
498,0001110000
499,0110110000
500,0001110001
501,0010100000
502,0110010001
503,0110100000
504,0010110000
505,0101010000
506,0010110001
507,0010100000
508,0110010001
509,0001110000
510,0010010000
511,0010010000
512,0110010001
513,0001100001
514,0001010001
515,0001110000
516,0010110001
517,0101010001
518,0010110000
519,0110010000
520,0010110001
521,0101100000
522,0010110000
523,0110100000
524,0110100001
525,0101110000
526,0001010001
527,0001010001
528,0001100000
529,0010100001
530,0001100000
531,0001100000
532,0001100000
533,0010100001
534,0110110001
535,0001110001
536,0001110000
537,0110100001
538,0110110001
539,0101110000
540,0010010001
541,0110110000
542,0001110000
543,0101010000
544,0110100000
545,0010110001
546,0110010001
547,0001110001
548,0101100001
549,0010110001
550,0110110001
551,0010010000
552,0110100000
553,0010110001
554,0001010000
555,0001110001
556,0101110001
557,0110110001
558,0010110000
559,0010110001
560,0010100000
561,0010110000
562,0110100000
563,0101110000
564,0010110000
565,0110110000
566,0010110000
567,0010100000
568,0110110000
569,0110110000
570,0101010000
571,0010010001
572,0110110000
573,0110010001
574,0101100000
575,0101100001
576,0010100000
577,0001100001
578,0010110001
579,0101100000
580,0001110000
581,0010110001
582,0110110000
583,0010010000
584,0010110001
585,0010110001
586,0010100000
587,0101100001
588,0101100000
589,0001110000
590,0010010001
591,0101010001
592,0101110000
593,0101110000
594,0101010001
595,0010110000
596,0010110000
597,0010110000
598,0101110000
599,0110010000
600,0110110000
601,0001110000
602,0010110000
603,0110100001
604,0010100000
605,0001010001
606,0101100001
607,0010100000
608,0001110000
609,0001100000
610,0010010000
611,0010110001
612,1111001100
613,0111001000
614,1111000100
615,1011001000
616,0111001000
617,1011001100
618,1010001100
619,1110001100
620,1011001100
621,1111001100
622,1111001100
623,1111000100
624,1110001000
625,0111000100
626,1111001000
627,1011001100
628,0111001100
629,1111000100
630,1111001100
631,1111001100
632,1110000100
633,1110001000
634,1011001000
635,1011000100
636,1011001000
637,1111001000
638,1111000100
639,1110001100
640,1011001100
641,1011001000
642,0111001000
643,0111001000
644,1011001100
645,1111001100
646,1110001000
647,1111001000
648,1011000100
649,1011001000
650,1111001100
651,1011001100
652,1111001000
653,0111001100
654,1111001000
655,0111001000
656,0111001100
657,1011001000
658,1111001100
659,1111001100
